review,clean_text,sentiment
Bro it says it is an offline game but when I turn my data off I doesn't even work 😡. False claim 😡,bro say offline game turn data even work enraged face false claim enraged face,negative
good to go,good go,positive
Like it,like,positive
Block blast,block blast,negative
Absolutely love the game but I have been having some trouble with it crashing out,absolutely love game trouble crashing,positive
It is very fun especially the Do Re Mi Fa So one! 5 stars,fun especially mi fa one star,positive
Good games,good game,positive
Enjoyed playing this game now I want part 2,enjoyed playing game want part,positive
This is the best game for u if u want to find plane games,best game want find plane game,positive
bhujel ko xoro l,bhujel ko xoro l,neutral
this game two very good,game two good,positive
Nice,nice,positive
funny game,funny game,positive
best game in free fire 🥰,best game free fire smiling face heart,positive
rigged. when im landing. the gears brake.,rigged landing gear brake,neutral
Tôi gặp rất nhiều người hack,tôi gặp rất nhiềyou người hack,neutral
Phá,phá,neutral
Do much ads it's irritating. Idk why but eversince I downloaded this game I started to get receiving spam calls and texts from different OLA. I didn't apply nor have their app installed but my information was given to them.,much ad irritating know eversince downloaded game started get receiving spam call text different ola apply app installed information given,negative
Useless,useless,negative
Beast,beast,neutral
very epic :3,epic,neutral
"Worst game there is, i don't know how people still play this joke",worst game know people still play joke,negative
It's a good game but in the next update add a global air traffie size for the TCAS for the non pro players and unlock 10 more planes for the non pro players,good game next update add global air traffie size tcas non pro player unlock plane non pro player,positive
I think this game is so good and it is so calming for night if you can't get to sleep. I think this is also good for little kids,think game good calming night get sleep think also good little kid,positive
I bought this game way back in 2016 I guess but couldn't finish all the levels. So after a long time I am downloading this game again and best thing that I didn't have to pay again.,bought game way back guess could finish level long time downloading game best thing pay,positive
Very good garena but I need diamond,good garena need diamond,positive
Constant ads even during levels make this feel unplayable without spending money for the comfort of removing them. Just wanted to be able to sink some time on a solo level without being bombarded by ads but that mode isn't even available on first starting the game.,constant ad even level make feel unplayable without spending money comfort removing wanted able sink time solo level without bombarded ad mode even available first starting game,negative
Beautiful and sad this game is something else,beautiful sad game something else,positive
Simple and fun. Has a creepy element which is different 👍,simple fun creepy element different thumb,positive
"Cannot login with my play pass subcription. Already install and uninstalled, and restart device.",login play pas subcription already install uninstalled restart device,positive
Là lúc để chúng ta thể hiện kĩ năng và Mindset của mình!,là lúc để chúng ta thể hiện kĩ năng và mindset của mình,neutral
No any game better than this,game better,positive
Very happy nice game,happy nice game,positive
Top,top,positive
I like it i face back 5 out of 5 star because it is so much interesting game i have ever seen and it is nice to time pass i like it soooooooooo much this game but i didint like add please try to skip the adds,like face back star much interesting game ever seen nice time pas like soo much game didint like add please try skip add,positive
this game is awesome with the music and sounds and everything around the world yay 😁😁😁😁😁,game awesome music sound everything around world yay beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye,positive
"top 1, thế thui",top thế thui,positive
This game is best I love it😍😍😍🥰🥰🥰🥰😍,game best love smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart smiling face heart smiling face heart smiling face heart smiling face heart eye,positive
Best free flying sim app,best free flying sim app,positive
Free fire mai sports car hai usko dodge challenger Mai lekar aao,free fire mai sport car hai usko dodge challenger mai lekar aao,positive
Ehh,ehh,neutral
"Horrível!! Muitas propagandas, acabam estragando a experiência do jogo, impossível jogar.",horrível muitas propaganda acabam estragando experiência jogo impossível jogar,negative
Awesome game .,awesome game,positive
"Not bad not bad especially when it's being done by a one developer, that must've been a lot of work working with those codes.",bad bad especially done one developer must lot work working code,negative
Bestttttttttt,bestt,neutral
"So an edit to a review back in 2021, the game is awesome, always has been. My only complaint is that I believe many people play this on mobile and console. I dislike when a game has an update & releases said update on one platform when it isn't ready for ALL platforms. That is a huge letdown for many players, especially as you watch others play & enjoy the new content. You have to wait and most of the time, waiting causes people to loose interest and move on. 1.6 looks so fun...",edit review back game awesome always complaint believe many people play mobile console dislike game update release said update one platform ready platform huge letdown many player especially watch others play enjoy new content wait time waiting cause people loose interest move look fun,positive
